2.600321769714355469e-01	-2.682757377624511719e-01	-4.709370136260986328e-01	-1.651857346296310425e-01	1.716655373573303223e+00	-2.187402360141277313e-02	1.585680693387985229e-01	-8.498528599739074707e-01	7.042674813419580460e-03	-2.779905200004577637e-01	1.056519672274589539e-01	1.382154226303100586e-01	9.871478378772735596e-02	-3.153387606143951416e-01	-1.940187573432922363e+00	3.378965556621551514e-01	2.439726702868938446e-02	1.711954548954963684e-02	-2.286272495985031128e-02	-2.198455780744552612e-01	-1.119658589363098145e+00	-2.358101457357406616e-01	3.398376703262329102e-01	-7.889223843812942505e-02	-1.622640490531921387e+00	3.414220213890075684e-01	1.614598035812377930e-01	-1.374888122081756592e-01	5.635874271392822266e-01	5.038924813270568848e-01	-6.689585745334625244e-02	-8.072692155838012695e-02
-4.395194947719573975e-01	4.619151651859283447e-01	1.533919200301170349e-02	-1.516715586185455322e-01	1.804991215467453003e-01	1.006647273898124695e-01	9.519062191247940063e-02	-3.320021331310272217e-01	8.462600409984588623e-02	1.213160902261734009e-01	3.438124805688858032e-02	3.244246840476989746e-01	-2.516723573207855225e-01	-4.161120951175689697e-02	1.186361685395240784e-01	-1.507052183151245117e-01	1.120366528630256653e-01	6.619093418121337891e-01	1.845536530017852783e-01	3.680626749992370605e-01	3.942663073539733887e-01	-3.108408451080322266e-01	1.188740879297256470e-01	1.406391710042953491e-01	1.156080607324838638e-02	-2.431808114051818848e-01	2.184082120656967163e-01	-1.241290420293807983e-01	8.120775222778320312e-03	3.687931299209594727e-01	-4.459478855133056641e-01	-8.830180019140243530e-02
-3.270814195275306702e-02	2.072760313749313354e-01	-1.309732079505920410e+00	8.062429726123809814e-02	6.408448219299316406e-01	-4.006020352244377136e-02	-3.012288808822631836e-01	-1.033019781112670898e+00	7.116558402776718140e-02	3.585144579410552979e-01	-5.165265500545501709e-02	-2.664681524038314819e-02	-8.958733826875686646e-02	-2.376746982336044312e-01	-8.592251539230346680e-01	3.030748367309570312e-01	4.161507636308670044e-02	1.585325747728347778e-01	-1.217140033841133118e-01	-3.740508854389190674e-01	1.708697527647018433e-02	7.765100896358489990e-02	-2.553840279579162598e-01	-5.547928810119628906e-02	4.669570326805114746e-01	-1.970991343259811401e-01	-1.765631735324859619e-01	-1.014423966407775879e-01	-5.163019299507141113e-01	9.159306287765502930e-01	-1.164961233735084534e-01	9.563025087118148804e-02
-3.162402659654617310e-02	2.451352775096893311e-02	-1.781557202339172363e-01	-4.889638349413871765e-02	-1.726327240467071533e-01	2.446926943957805634e-02	-1.430143713951110840e-01	5.169470235705375671e-02	8.069939166307449341e-02	-6.458595395088195801e-02	-1.147713288664817810e-01	-4.528600350022315979e-02	-3.969268128275871277e-02	7.218415290117263794e-02	-2.115965448319911957e-02	-6.262192130088806152e-02	1.230043545365333557e-01	-2.262201532721519470e-02	-9.225919842720031738e-02	-6.720211356878280640e-02	-2.190079092979431152e-01	9.006571769714355469e-02	-5.375445634126663208e-02	-6.763081252574920654e-02	-9.296887367963790894e-02	-1.784436851739883423e-01	-3.025835752487182617e-01	5.963414162397384644e-02	5.741136148571968079e-02	-2.947221696376800537e-01	-8.661051839590072632e-02	-4.257404711097478867e-03
-3.033400475978851318e-01	5.082305073738098145e-01	5.926120653748512268e-02	-2.014636993408203125e-01	2.619698084890842438e-02	1.190845668315887451e-01	4.934673309326171875e-01	-5.270936712622642517e-02	-3.852902725338935852e-02	-5.599418655037879944e-02	7.478483766317367554e-02	8.751344680786132812e-02	6.826993227005004883e-01	-5.209371075034141541e-02	-1.773644424974918365e-02	2.326573133468627930e-01	-4.530686438083648682e-01	-6.509520411491394043e-01	1.591040343046188354e-01	-2.661041319370269775e-01	-2.706169709563255310e-02	-6.674721837043762207e-02	-2.435002475976943970e-02	-2.983430624008178711e-01	-1.850164122879505157e-02	-1.028573699295520782e-02	-5.870686098933219910e-02	-1.648936271667480469e-01	1.253870725631713867e-01	-1.893208473920822144e-01	-2.003095000982284546e-01	-4.125501215457916260e-01
-9.639696031808853149e-02	-1.089852601289749146e-01	-2.155522853136062622e-01	-5.614430084824562073e-02	-1.529255211353302002e-01	-6.426108628511428833e-02	-1.745452284812927246e-01	-2.050664722919464111e-01	-1.140167266130447388e-01	-1.960332840681076050e-01	1.542703360319137573e-01	2.954804152250289917e-02	4.126320406794548035e-02	8.502835780382156372e-02	-1.491335630416870117e-01	-2.690008282661437988e-01	6.506813317537307739e-02	-1.430916041135787964e-01	-1.877333074808120728e-01	-2.328581362962722778e-02	-6.464421004056930542e-02	1.899132579565048218e-01	-4.277997314929962158e-01	1.270953416824340820e-01	-2.835713513195514679e-02	2.002656012773513794e-01	-3.072046339511871338e-01	-1.554876267910003662e-01	-1.164222955703735352e-01	-1.978118121623992920e-01	-1.664803773164749146e-01	5.565909668803215027e-03
-2.604801058769226074e-01	4.297978878021240234e-01	-3.535885363817214966e-02	5.966881662607192993e-02	-2.279603388160467148e-03	-1.260647028684616089e-01	9.798955172300338745e-02	-2.468303442001342773e-01	-3.127213940024375916e-02	-7.528074551373720169e-03	2.767291665077209473e-02	-3.416121006011962891e-02	-2.146997302770614624e-01	1.481895297765731812e-01	1.452959775924682617e-01	-2.522649429738521576e-02	-3.311728835105895996e-01	3.436160981655120850e-01	2.622117102146148682e-01	2.911904454231262207e-01	2.849249541759490967e-01	4.268028587102890015e-02	-1.899613738059997559e-01	9.904232621192932129e-02	1.416015475988388062e-01	7.678396254777908325e-02	1.136488243937492371e-01	2.075764089822769165e-01	-8.795475959777832031e-02	3.161286413669586182e-01	2.528438158333301544e-02	-7.277759909629821777e-02
5.393148586153984070e-02	5.273574963212013245e-02	-9.656189382076263428e-02	1.043759807944297791e-01	-4.576037824153900146e-01	-2.174506634473800659e-01	1.936233490705490112e-01	-5.200952291488647461e-01	-1.365984976291656494e-01	-1.043071448802947998e-01	1.212574616074562073e-01	1.192415356636047363e-01	-4.129853472113609314e-02	8.165743947029113770e-01	5.738583803176879883e-01	4.638025420717895031e-04	2.761890366673469543e-02	-2.363445423543453217e-02	5.615913867950439453e-02	-1.248514279723167419e-01	-2.891591489315032959e-01	1.870335042476654053e-01	3.107718527317047119e-01	2.409165501594543457e-01	1.031596660614013672e-01	-1.178782805800437927e-01	5.782454833388328552e-02	-1.106782555580139160e-01	-4.728482961654663086e-01	1.689436584711074829e-01	1.848144107498228550e-03	-2.462368644773960114e-02
-2.766300141811370850e-01	2.114977538585662842e-01	2.046663284301757812e+00	-2.235261052846908569e-01	-4.464359879493713379e-01	-1.947651058435440063e-01	-1.533539146184921265e-01	-1.023314356803894043e+00	-1.458836644887924194e-01	-2.922989606857299805e+00	5.879396107047796249e-03	-1.532023493200540543e-02	-1.201470866799354553e-01	-1.343474864959716797e+00	1.289339065551757812e-01	5.727923512458801270e-01	4.792521242052316666e-03	1.120012626051902771e-01	2.869606912136077881e-01	3.476153612136840820e-01	7.490233182907104492e-01	7.109802216291427612e-02	3.923583775758743286e-02	3.105388209223747253e-02	-3.078848600387573242e+00	5.384264141321182251e-02	-2.455096840858459473e-01	1.147597506642341614e-01	2.740354044362902641e-03	-2.639448940753936768e-01	-1.810015887022018433e-01	-4.338729679584503174e-01
-2.143268287181854248e-02	-7.468062639236450195e-02	-1.105824783444404602e-01	-1.201574429869651794e-01	-2.041942775249481201e-01	1.509210765361785889e-01	2.410993911325931549e-02	-1.674207746982574463e-01	1.930405758321285248e-02	-1.810220927000045776e-01	6.281235814094543457e-02	6.592164933681488037e-02	7.548931986093521118e-02	1.594551950693130493e-01	-1.333688050508499146e-01	-5.508491024374961853e-02	6.235482916235923767e-02	-1.560816466808319092e-01	-1.752466708421707153e-01	-1.957913488149642944e-01	-1.477510482072830200e-01	-7.807888835668563843e-02	6.539344787597656250e-02	-1.617530733346939087e-01	-6.564759463071823120e-02	-1.515567153692245483e-01	-9.364266693592071533e-02	-4.929283633828163147e-02	2.340180799365043640e-02	-2.361511886119842529e-01	3.109282627701759338e-02	9.824365377426147461e-02
