-3.507282435894012451e-01	-2.511732280254364014e-01	5.081003308296203613e-01	1.550334244966506958e-01	5.217695832252502441e-01	1.517702639102935791e-01
1.474650949239730835e-02	1.924223750829696655e-01	1.235401183366775513e-01	-1.469799727201461792e-01	1.881816834211349487e-01	-1.502975821495056152e-01
3.524409234523773193e-02	2.621506750583648682e-01	-3.129963576793670654e-01	3.532099127769470215e-01	9.040669798851013184e-01	3.735170960426330566e-01
3.355297744274139404e-01	3.990057110786437988e-01	3.963840007781982422e-01	1.199553087353706360e-01	4.445932805538177490e-01	1.530621349811553955e-01
-4.258622527122497559e-01	-1.299805007874965668e-02	4.590774774551391602e-01	4.120403528213500977e-01	4.603283405303955078e-01	3.915365040302276611e-01
1.229121387004852295e-01	-3.187536597251892090e-01	3.064488768577575684e-01	-5.901366472244262695e-01	2.868784070014953613e-01	2.333385348320007324e-01
7.001253217458724976e-02	-2.389577329158782959e-01	3.645840585231781006e-01	-6.090051531791687012e-01	3.894142806529998779e-01	-6.104524135589599609e-01
-3.524655401706695557e-01	1.982161551713943481e-01	2.649709284305572510e-01	-2.387214750051498413e-01	2.749688923358917236e-01	-1.405252218246459961e-01
-6.880997121334075928e-02	3.141500055789947510e-01	-1.313097029924392700e-01	-4.312114417552947998e-01	-4.894400015473365784e-02	5.656729936599731445e-01
1.593029350042343140e-01	2.615173757076263428e-01	1.676191687583923340e-01	1.808577775955200195e-01	-5.177032351493835449e-01	1.627894639968872070e-01
-3.358414769172668457e-01	-6.770188361406326294e-02	4.298422932624816895e-01	-2.700204253196716309e-01	5.330451130867004395e-01	-2.367688566446304321e-01
-5.706005543470382690e-02	1.895537525415420532e-01	-3.010341823101043701e-01	5.083424448966979980e-01	-3.174785375595092773e-01	5.048295855522155762e-01
1.207950189709663391e-01	-3.617408573627471924e-01	4.336553812026977539e-01	1.416375488042831421e-01	4.023259580135345459e-01	3.359486162662506104e-01
-6.633099168539047241e-03	-6.437619775533676147e-02	-1.076284609735012054e-02	-8.899034932255744934e-03	-2.139109000563621521e-02	3.973062932491302490e-01
-2.665674388408660889e-01	5.472592711448669434e-01	2.798910737037658691e-01	1.932369470596313477e-01	1.468112021684646606e-01	-2.344659119844436646e-01
1.871409714221954346e-01	2.420033365488052368e-01	-2.230390906333923340e-01	-5.777049809694290161e-02	-2.706227302551269531e-01	-5.240819230675697327e-02
7.172655314207077026e-02	-1.462629437446594238e-01	3.611683249473571777e-01	7.370887398719787598e-01	1.815429478883743286e-01	-9.237848222255706787e-02
1.339853405952453613e-01	-3.510901927947998047e-01	2.270580232143402100e-01	3.808573782444000244e-01	2.361143827438354492e-01	-5.934261679649353027e-01
-7.178300060331821442e-03	3.193916380405426025e-01	-2.040212154388427734e-01	1.474894434213638306e-01	-8.845964819192886353e-02	-7.620345950126647949e-01
-3.869752883911132812e-01	-4.305236041545867920e-01	-5.311044454574584961e-01	1.137790456414222717e-01	2.130728960037231445e-01	1.423021107912063599e-01
2.650488317012786865e-01	-5.462189316749572754e-01	-2.808401584625244141e-01	-1.919115185737609863e-01	-1.452520936727523804e-01	2.343593537807464600e-01
-2.747651040554046631e-01	-1.763301491737365723e-01	1.313638389110565186e-01	2.683141231536865234e-01	1.426156759262084961e-01	2.767275571823120117e-01
-4.404260963201522827e-02	-6.129964813590049744e-02	-1.350298617035150528e-02	-5.508673191070556641e-01	-2.920601516962051392e-02	3.311266005039215088e-01
2.506887912750244141e-01	4.512858986854553223e-01	-7.366552352905273438e-01	1.971767097711563110e-01	-7.215217947959899902e-01	2.232392132282257080e-01
-3.370374068617820740e-02	2.084893919527530670e-02	-4.469781816005706787e-01	4.634402096271514893e-01	-4.544554948806762695e-01	4.551034867763519287e-01
-1.666528284549713135e-01	-4.106762260198593140e-02	-9.888225793838500977e-02	-2.191681116819381714e-01	-9.887159615755081177e-02	-1.067849025130271912e-01
3.982570767402648926e-01	-4.094637036323547363e-01	-1.121145673096179962e-02	-8.075675964355468750e-01	-4.740149714052677155e-03	-7.841254472732543945e-01
-3.440619213506579399e-03	-1.013395413756370544e-01	5.828354954719543457e-01	-4.627768695354461670e-02	1.894119530916213989e-01	5.822177529335021973e-01
-8.125031590461730957e-01	7.983429431915283203e-01	2.611073292791843414e-02	-1.634875178337097168e+00	1.552341226488351822e-02	-1.635551452636718750e+00
5.862321704626083374e-02	-4.888387620449066162e-01	-1.943882822990417480e+00	8.980873972177505493e-02	-4.626747965812683105e-01	1.047013103961944580e-01
1.403090544044971466e-02	-5.135488510131835938e-01	5.106506943702697754e-01	-5.442568659782409668e-01	5.126120448112487793e-01	-5.498301386833190918e-01
2.590036578476428986e-02	7.530977576971054077e-02	-1.592372506856918335e-01	2.731714546680450439e-01	6.869287490844726562e-01	2.921434342861175537e-01
