,sensors_Torque_cmd,sensors_TV_delta_torque,sensors_TC_Tmax_FL,sensors_TC_Tmax_FR,sensors_TC_Tmax_RL,sensors_TC_Tmax_RR,MISC_Pos_Trq_Limit_FL,MISC_Pos_Trq_Limit_FR,MISC_Pos_Trq_Limit_RL,MISC_Pos_Trq_Limit_RR
25.91,21.339691,-3.585441,164.507372,166.826076,244.608307,246.927021,3.278912,3.325631,4.873491,4.920211
25.92,21.213974,-3.224492,164.628523,166.997311,244.167546,246.536324,3.297754,3.344235,4.903476,4.949958
25.93,21.653732,-3.155787,164.663833,167.236757,243.633957,246.206891,3.282891,3.330128,4.868995,4.916232
25.94,22.972672,-3.230532,164.037643,167.688932,242.918032,246.569321,3.354063,3.406471,4.962617,5.015026
25.95,20.460342,-2.714984,163.991712,167.795185,242.583015,246.386498,3.547108,3.626062,5.252797,5.331751
25.96,21.339691,-3.332993,163.941362,167.640236,242.5352,246.234063,3.160063,3.233354,4.674489,4.747781
25.97,20.271851,-3.058508,163.296573,167.122768,242.930814,246.757009,3.296495,3.370871,4.876841,4.951217
25.98,20.711609,-3.653496,163.110889,166.781686,243.125502,246.796299,3.120147,3.193255,4.641737,4.714845
25.99,21.151199,-3.435592,162.61473,166.284596,243.507968,247.177824,3.243965,3.317174,4.857686,4.930895
26.0,20.523117,-4.058993,162.499265,166.399643,243.342388,247.242775,3.243965,3.317174,4.857686,4.930895
26.01,21.088425,-3.641367,162.141467,165.81036,243.871601,247.540494,3.145662,3.221166,4.710624,4.786128
26.02,20.962875,-3.990406,161.636876,165.663945,243.918236,247.945306,3.225795,3.298787,4.85181,4.924803
26.03,21.151199,-4.214547,162.361211,165.721665,243.893261,247.253705,3.197389,3.27705,4.825023,4.904684
26.04,22.093323,-4.278116,161.490684,165.902273,243.665567,248.077156,3.240312,3.307378,4.867482,4.934548
26.05,22.909897,-4.43088,161.678314,166.858021,242.606406,247.786113,3.366884,3.45886,5.080131,5.172107
26.06,21.276917,-4.275627,161.592808,167.180795,242.145385,247.733352,3.496265,3.608275,5.246321,5.358331
26.07,21.088425,-4.429737,161.452857,167.551131,241.606763,247.705026,3.246434,3.358698,4.864752,4.977016
26.08,21.213974,-4.628672,161.968213,167.346516,241.615472,246.993784,3.216209,3.337689,4.812909,4.934389
26.09,22.093323,-4.063817,162.156922,167.558222,241.194789,246.596089,3.247239,3.355066,4.844056,4.951884
26.1,20.020584,-4.279526,161.43022,167.801391,240.758446,247.129608,3.387514,3.500349,5.038642,5.151477
26.11,21.590958,-4.213686,161.471173,168.04388,240.313358,246.886056,3.299682,3.433996,4.91083,5.045145
26.12,19.83226,-3.971976,161.204126,167.723451,240.487286,247.006601,3.299682,3.433996,4.91083,5.045145
26.13,21.653732,-4.389606,161.007385,168.188434,239.850897,247.031955,3.026976,3.149391,4.515699,4.638114
26.14,21.779282,-3.552948,160.519069,168.182261,239.673188,247.33637,3.302341,3.449628,4.919461,5.066748
26.15,22.407364,-4.422589,160.007538,168.509908,239.167229,247.669609,3.312908,3.471066,4.946548,5.104706
26.16,22.156265,-3.458011,159.661716,168.747297,238.745678,247.83125,3.399072,3.57969,5.080678,5.261295
26.17,20.460342,-4.884789,158.808636,168.858247,238.395588,248.445209,3.355233,3.546164,5.017154,5.208085
26.18,21.02565,-4.032092,159.344384,168.755104,238.433318,247.844028,3.083664,3.278802,4.629042,4.82418
26.19,21.716507,-4.266544,158.132489,169.320189,237.569147,248.756847,3.180066,3.367877,4.758458,4.94627
26.2,21.905001,-4.32946,157.86786,169.356628,237.352842,248.841589,3.261972,3.492753,4.900599,5.13138
26.21,21.716507,-3.783445,157.126423,169.780941,236.735513,249.390041,3.286232,3.525386,4.940819,5.179972
26.22,21.716507,-4.413666,156.122653,170.523595,235.694496,250.095447,3.244191,3.50547,4.887882,5.14916
26.23,21.653732,-3.523403,155.158588,171.279517,234.680179,250.801108,3.225713,3.523256,4.869779,5.167322
26.24,21.339691,-3.98455,154.903617,171.805915,233.988041,250.890348,3.198682,3.531024,4.838065,5.170407
26.25,20.020584,-4.285994,153.808053,172.42666,233.104336,251.722932,3.148276,3.4918,4.755595,5.09912
26.26,21.339691,-4.090213,154.383708,172.187743,233.308147,251.112182,2.934789,3.290048,4.447829,4.803088
26.27,21.02565,-4.629765,154.205497,171.753136,233.685274,251.232904,3.140136,3.502267,4.745445,5.107575
26.28,20.460342,-3.999018,154.432657,171.899338,233.425645,250.892315,3.090791,3.442505,4.683831,5.035544
26.29,19.957809,-4.602923,154.847836,171.066927,234.16698,250.386062,2.947524,3.256253,4.457361,4.766091
26.3,21.02565,-3.808645,155.059277,170.789587,234.264767,249.995078,2.947524,3.256253,4.457361,4.766091
26.31,22.972672,-4.282969,155.597292,170.383497,234.511429,249.297624,3.110851,3.426437,4.699898,5.015484
26.32,21.779282,-4.059723,155.484397,170.564538,234.041459,249.12159,3.412061,3.736305,5.142554,5.466797
26.33,21.590958,-3.426345,155.522983,171.401977,232.890619,248.769603,3.234771,3.548505,4.869109,5.182843
26.34,20.899933,-4.284862,155.302271,171.321255,232.672605,248.691588,3.210082,3.537833,4.806993,5.134745
26.35,21.276917,-3.36646,155.389103,171.59893,232.099771,248.309588,3.105226,3.425521,4.652225,4.972519
26.36,22.281815,-3.976068,155.2088,172.163926,231.215391,248.170528,3.165317,3.495516,4.727934,5.058133
26.37,21.590958,-3.909531,154.881436,171.500109,231.67611,248.294792,3.31359,3.675569,4.936273,5.298253
26.38,20.648666,-2.865304,154.320831,172.263062,230.568975,248.511206,3.205692,3.54966,4.795166,5.139135
26.39,22.407364,-3.442452,154.106027,171.660727,230.95784,248.51255,3.057298,3.412757,4.567873,4.923333
26.4,21.46524,-3.400657,153.345748,170.693864,231.802582,249.150697,3.314837,3.69244,4.967927,5.345531
26.41,21.02565,-2.813873,153.143067,171.461329,230.740578,249.05882,3.160755,3.518333,4.777904,5.135482
26.42,21.088425,-3.195324,152.615341,170.678166,231.44173,249.504535,3.094197,3.46431,4.662025,5.032138
26.43,20.899933,-2.527349,152.348124,170.833639,231.170837,249.656342,3.093372,3.459488,4.69111,5.057226
26.44,21.779282,-2.900447,151.860902,171.345385,230.489195,249.973667,3.061233,3.432675,4.645071,5.016512
26.45,21.779282,-2.778171,152.427495,170.304121,231.611543,249.488179,3.181176,3.589336,4.828278,5.236438
26.46,22.784348,-2.422042,152.487817,170.314758,231.614602,249.441552,3.1924,3.566804,4.85081,5.225214
26.47,21.088425,-2.703513,153.06087,170.333016,231.58236,248.854506,3.340932,3.731511,5.07456,5.46514
26.48,21.088425,-2.551111,153.217536,169.579438,232.241708,248.60362,3.103981,3.454249,4.696349,5.046617
26.49,21.088425,-2.836525,154.064743,169.119209,232.736055,247.790541,3.107886,3.439774,4.710824,5.042711
26.5,21.590958,-2.388748,154.316423,169.140492,232.606862,247.430931,3.124806,3.430147,4.72045,5.025792
26.51,22.093323,-2.546564,154.9549,168.342869,233.356703,246.744682,3.205236,3.513139,4.83137,5.139274
26.52,22.281815,-2.188989,154.975473,168.710057,232.823956,246.558531,3.2939,3.57849,4.9605,5.24509
26.53,22.470306,-2.05775,155.073181,168.878671,232.515423,246.320903,3.323814,3.618385,4.993458,5.288029
26.54,21.151199,-2.30983,155.515642,168.287475,233.022002,245.793836,3.355214,3.653915,5.03078,5.32948
26.55,22.909897,-2.513518,155.36973,168.061878,233.110173,245.80233,3.167926,3.428094,4.746766,5.006935
26.56,21.653732,-1.665754,155.374058,168.814458,232.18112,245.621531,3.429292,3.709431,5.145165,5.425304
26.57,21.402466,-2.372239,155.278772,167.710568,233.162883,245.594668,3.242777,3.523289,4.8458,5.126312
26.58,20.648666,-2.002184,155.173184,168.276086,232.375965,245.478856,3.204159,3.460687,4.811287,5.067816
26.59,20.962875,-1.924982,154.939106,168.13378,232.251243,245.445907,3.135302,3.402305,4.699768,4.966771
26.6,21.088425,-2.356758,154.599947,167.366879,232.962919,245.729841,3.135302,3.402305,4.699768,4.966771
26.61,20.146301,-2.277606,154.432282,167.844327,232.274985,245.68703,3.14761,3.407541,4.743057,5.002988
26.62,21.905001,-2.434714,154.252411,167.909679,232.044019,245.701297,3.005308,3.266312,4.520155,4.781158
26.63,20.648666,-2.645141,153.91499,167.118172,232.746252,245.949443,3.265209,3.554306,4.911899,5.200995
26.64,23.223938,-2.736809,154.07788,167.450767,232.237518,245.610386,3.071888,3.335402,4.645229,4.908743
26.65,21.213974,-2.517556,154.357591,167.400572,232.152267,245.195248,3.460194,3.760515,5.215459,5.515779
26.66,20.962875,-2.555791,154.182149,166.869556,232.523531,245.210938,3.167533,3.435185,4.763938,5.03159
26.67,21.276917,-2.40653,154.605735,167.611732,231.572187,244.578185,3.127733,3.385109,4.716963,4.974339
26.68,22.533081,-2.399192,153.888868,167.662148,231.288034,245.061315,3.184979,3.452911,4.770539,5.038471
26.69,20.460342,-1.908036,153.942182,167.810725,230.9965,244.865033,3.359346,3.660012,5.048945,5.349611
26.7,21.46524,-2.350292,153.769253,167.781512,230.849208,244.861476,3.052479,3.327475,4.580369,4.855365
26.71,21.02565,-2.107459,153.80834,167.91523,230.56126,244.668159,3.20022,3.491841,4.804396,5.096016
26.72,22.65863,-2.212887,153.446153,167.199191,231.148928,244.901937,3.136692,3.424381,4.701954,4.989643
26.73,21.02565,-2.200397,153.814674,166.865671,231.37942,244.430407,3.373436,3.67579,5.081693,5.384046
26.74,21.590958,-2.554814,153.754749,166.327814,231.792631,244.365686,3.138644,3.404955,4.721381,4.987691
26.75,21.528015,-1.902275,154.512181,166.183711,231.811942,243.483472,3.222785,3.486324,4.858503,5.122041
26.76,20.962875,-2.294002,154.089131,165.828036,231.915677,243.654592,3.230232,3.474238,4.846262,5.090267
26.77,21.276917,-2.001681,154.535972,166.145104,231.415375,243.024518,3.138808,3.377931,4.724142,4.963264
26.78,21.528015,-2.226572,154.22004,165.822628,231.512126,243.114725,3.196542,3.436675,4.786776,5.026908
26.79,22.093323,-2.152954,155.116741,165.74349,231.402883,242.029643,3.229488,3.472455,4.848044,5.091012
26.8,22.784348,-2.486364,154.947884,165.642311,231.243441,241.937858,3.335144,3.563628,4.975362,5.203847
26.81,21.528015,-2.090845,154.81351,166.023221,230.606393,241.816094,3.437972,3.675259,5.130812,5.368099
26.82,21.905001,-1.860002,154.308565,165.78434,230.586979,242.062763,3.247679,3.482836,4.837663,5.07282
26.83,20.837156,-2.106128,154.510854,165.48396,230.669439,241.642555,3.295919,3.541033,4.925171,5.170285
26.84,20.962875,-2.05436,154.06631,165.159054,230.826304,241.919038,3.141082,3.364157,4.689325,4.9124
26.85,21.402466,-1.862524,154.658693,164.533374,231.362848,241.237519,3.152279,3.379243,4.72283,4.949793
26.86,20.648666,-2.660674,153.545695,164.08715,231.688773,242.230228,3.231485,3.43781,4.834165,5.040489
26.87,22.281815,-1.843312,153.495417,164.455081,231.19951,242.159184,3.096175,3.308738,4.671893,4.884456
26.88,21.213974,-2.521639,152.906211,164.111654,231.463739,242.669192,3.340991,3.57954,5.032303,5.270852
26.89,21.46524,-1.966832,152.445177,164.36773,231.148524,243.071077,3.197647,3.447731,4.848506,5.09859
26.9,21.46524,-2.240472,152.028943,164.691163,230.707781,243.370001,3.197647,3.447731,4.848506,5.09859
26.91,21.590958,-2.170122,152.283874,164.745201,230.570963,243.03228,3.18974,3.455408,4.840512,5.10618
26.92,20.523117,-2.379129,152.090673,164.798036,230.466172,243.173555,3.214598,3.477647,4.86718,5.130229
26.93,21.02565,-1.907396,152.48805,165.142405,230.013736,242.668091,3.052134,3.307144,4.624963,4.879972
26.94,21.905001,-1.890481,152.123658,165.267509,229.713713,242.857564,3.135897,3.396132,4.730203,4.990438
26.95,20.962875,-1.451161,152.722858,165.391616,229.436363,242.105101,3.260687,3.542418,4.923787,5.205518
26.96,21.402466,-1.827841,152.796032,164.868408,229.86776,241.940136,3.133951,3.393921,4.708152,4.968121
26.97,22.533081,-0.986164,153.275499,165.195793,229.417814,241.338107,3.201948,3.454933,4.817041,5.070026
26.98,21.590958,-1.202029,152.688169,164.949115,229.484758,241.745703,3.382726,3.645802,5.063156,5.326231
26.99,21.653732,-1.0844,153.110798,164.752779,229.645146,241.287126,3.230342,3.48974,4.855086,5.114484
27.0,21.088425,-1.079546,153.123956,164.170047,230.131779,241.177861,3.248997,3.496039,4.87305,5.120091
27.01,21.151199,-0.899627,154.053142,163.269927,230.99649,240.213294,3.16522,3.393553,4.757045,4.985378
27.02,21.590958,-0.804596,154.052957,162.995854,231.17511,240.118017,3.194193,3.385297,4.789563,4.980668
27.03,22.281815,-0.994718,154.557763,162.41227,231.685893,239.5404,3.26139,3.450716,4.89411,5.083436
27.04,21.46524,-1.350859,154.609329,161.498465,232.481013,239.37014,3.3774,3.549037,5.062806,5.234443
27.05,20.460342,-0.577568,155.279059,161.746022,232.079924,238.546887,3.255692,3.40076,4.895477,5.040545
27.06,19.204178,-1.263461,154.736352,162.012538,231.520532,238.796728,3.117932,3.247786,4.660058,4.789912
27.07,21.088425,-1.191709,155.066766,161.822317,231.545483,238.301023,2.918447,3.055681,4.366655,4.50389
27.08,21.339691,-1.441779,154.834988,161.858721,231.339893,238.363626,3.21299,3.352965,4.797633,4.937608
27.09,19.83226,-1.33008,155.210408,161.343994,231.658876,237.792452,3.24781,3.395139,4.852572,4.999902
27.1,21.213974,-1.535907,155.030765,161.825895,230.968917,237.764048,3.027209,3.146838,4.518252,4.637881
27.11,21.967773,-1.481268,155.285457,161.585,231.008952,237.308486,3.236082,3.377922,4.8212,4.963041
27.12,22.21904,-1.242023,155.109504,160.964546,231.518046,237.373088,3.358294,3.494532,4.995934,5.132172
27.13,20.899933,-0.960531,155.127157,160.979888,231.348788,237.201509,3.39382,3.521929,5.065651,5.19376
27.14,21.590958,-1.350558,154.482718,161.240933,230.831125,237.58934,3.193949,3.314452,4.763294,4.883797
27.15,22.093323,-0.519238,154.624919,161.307335,230.636486,237.318911,3.287996,3.431838,4.912989,5.05683
27.16,22.595856,-1.090229,153.969385,161.140104,230.633,237.803739,3.368699,3.514284,5.024707,5.170291
27.17,22.972672,-0.433991,154.46554,160.651912,230.986475,237.172846,3.432212,3.592059,5.141161,5.301008
27.18,19.706543,-0.806291,154.064814,160.616424,230.843819,237.395449,3.501898,3.64215,5.236709,5.376961
27.19,21.402466,-0.579937,154.326027,160.140202,231.224668,237.038843,2.997583,3.125056,4.491445,4.618917
27.2,21.402466,-0.570948,154.585418,159.809349,231.442946,236.666867,3.261869,3.384759,4.887216,5.010106
27.21,21.716507,-0.5387,155.06611,159.699994,231.431261,236.065126,3.268292,3.378738,4.893237,5.003683
27.22,21.653732,-1.122003,154.514339,159.441332,231.604002,236.530994,3.32759,3.427029,4.966322,5.065762
27.23,20.899933,-0.891836,154.988952,159.473082,231.425815,235.909954,3.306891,3.412338,4.956751,5.062198
27.24,20.962875,-1.346179,154.819197,159.326326,231.445645,235.952774,3.202775,3.295438,4.782308,4.87497
27.25,21.213974,-0.793379,155.349868,159.316352,231.279549,235.246033,3.209945,3.303393,4.79868,4.892128
27.26,21.276917,-1.452533,155.532139,158.933777,231.462594,234.864232,3.260998,3.34426,4.854863,4.938124
27.27,19.580994,-0.844612,155.870592,158.194289,231.996878,234.320575,3.276185,3.347838,4.875612,4.947265
27.28,20.083527,-0.941139,155.552129,158.387577,231.529526,234.364974,3.023197,3.068267,4.499709,4.544778
27.29,13.865311,-0.589339,156.367218,157.85736,231.812022,233.302144,3.096626,3.153072,4.609132,4.665578
27.3,13.865311,-1.025022,156.502081,156.77069,232.73274,233.00135,2.150414,2.170907,3.187957,3.208449
27.31,9.719833,-0.624642,156.835448,156.713417,232.57836,232.456339,2.153186,2.156882,3.201982,3.205678
27.32,9.280075,-1.127951,157.014858,155.673077,233.467111,232.12533,1.513476,1.512299,2.244402,2.243224
27.33,7.333054,-0.617365,157.063805,155.941922,233.086132,231.96423,1.447192,1.434825,2.151846,2.139479
27.34,7.458603,-1.077804,156.71921,155.817115,233.085513,232.183418,1.144241,1.136068,1.698079,1.689906
27.35,6.013947,-1.078993,157.436092,154.925637,233.855915,231.34546,1.161653,1.154967,1.727705,1.721018
27.36,7.333054,-1.500726,157.120476,155.147188,233.445042,231.471753,0.94125,0.926241,1.398134,1.383125
27.37,7.647095,-1.342036,157.156478,155.914751,232.448544,231.206817,1.145938,1.131546,1.702601,1.688209
27.38,7.58432,-1.179026,156.889766,156.03818,232.052331,231.200755,1.196018,1.186568,1.769019,1.759569
27.39,6.327988,-1.382936,156.947092,156.776836,231.125672,230.955425,1.184994,1.178562,1.752699,1.746267
27.4,7.270279,-1.027258,156.859515,156.883826,230.754771,230.779092,0.989562,0.988489,1.457263,1.45619
27.41,6.202438,-1.301185,156.864374,157.301514,230.071139,230.508288,1.137031,1.137207,1.672677,1.672853
27.42,5.825623,-1.000309,156.823729,157.673255,229.465033,230.314559,0.970744,0.973449,1.423778,1.426484
27.43,6.39093,-1.225494,156.970053,157.285422,229.652483,229.967843,0.912083,0.917024,1.334564,1.339504
27.44,6.076889,-0.855147,157.147002,157.340963,229.38436,229.578322,1.002043,1.004056,1.466023,1.468036
27.45,5.825623,-0.918874,157.061316,157.206695,229.224262,229.369641,0.954377,0.955555,1.393085,1.394263
27.46,5.260315,-0.791326,157.060401,156.866734,229.265108,229.071441,0.915137,0.915984,1.335604,1.336451
27.47,5.825623,-0.365842,157.103216,156.933861,228.908746,228.739392,0.826943,0.825923,1.20711,1.20609
27.48,5.511581,-1.135574,157.49218,156.500982,229.076433,228.085235,0.916622,0.915634,1.335574,1.334586
27.49,5.009048,-0.871485,157.445524,155.971961,229.300654,227.827082,0.791133,0.783728,1.152191,1.144786
27.5,6.013947,-1.079774,157.490558,155.849058,229.140239,227.498739,0.791133,0.783728,1.152191,1.144786
27.51,6.453705,-1.322855,157.629835,155.241768,229.457849,227.069783,0.950824,0.940914,1.383398,1.373488
27.52,5.888397,-1.406594,157.835007,154.580784,229.843815,226.589573,1.022051,1.006567,1.487775,1.472291
27.53,4.883499,-1.636772,157.528243,154.565947,229.510823,226.548545,0.934407,0.915141,1.360709,1.341444
27.54,4.318192,-1.445254,157.367793,154.744692,229.026664,226.403563,0.77411,0.759553,1.127841,1.113284
27.55,5.385864,-1.70231,157.108507,154.848057,228.638088,226.377629,0.684344,0.672937,0.995966,0.984559
27.56,6.202438,-1.363373,156.795438,154.752694,228.490737,226.447992,0.852809,0.840539,1.241082,1.228812
27.57,5.825623,-1.664038,156.707106,155.242144,227.741264,226.276292,0.980772,0.967994,1.429233,1.416456
27.58,5.511581,-1.48704,156.462291,155.478446,227.19064,226.206796,0.921267,0.912654,1.33887,1.330258
27.59,5.19754,-1.349455,156.291474,155.620202,226.686759,226.015479,0.870982,0.865505,1.264706,1.25923
27.6,5.071823,-1.428249,156.413794,155.69527,226.224444,225.505911,0.821234,0.817707,1.191127,1.1876
27.61,5.637131,-1.392927,156.216374,154.852628,226.659024,225.295268,0.802785,0.799097,1.161084,1.157396
27.62,5.825623,-1.358011,155.907505,154.951313,226.212016,225.255833,0.892094,0.884306,1.294366,1.286578
27.63,5.009048,-0.772981,155.671293,155.384739,225.392608,225.106054,0.920943,0.915294,1.33623,1.330582
27.64,4.757782,-0.933687,155.216494,155.121066,225.290453,225.195025,0.791452,0.789995,1.145924,1.144467
27.65,4.757782,-1.043707,154.988143,154.368206,225.796056,225.176129,0.750274,0.749812,1.088992,1.088531
27.66,4.757782,-0.374531,154.974281,154.569231,225.336177,224.931137,0.749657,0.746659,1.092146,1.089147
27.67,4.695007,-0.792811,154.501114,154.001068,225.6501,225.150054,0.750101,0.74814,1.090664,1.088703
27.68,4.380966,-0.968893,154.649463,153.769022,225.639234,224.758794,0.738438,0.736048,1.078494,1.076104
27.69,4.443741,-0.65747,154.799822,153.610761,225.555602,224.36654,0.690172,0.686242,1.006986,1.003057
27.7,5.071823,-1.414734,154.944372,153.019478,225.877346,223.952452,0.701163,0.695777,1.02165,1.016264
27.71,4.318192,-1.102707,155.031896,152.871351,225.672472,223.511927,0.801588,0.791629,1.168552,1.158593
27.72,5.637131,-1.100666,155.028498,153.178019,225.066943,223.216455,0.683496,0.673971,0.994932,0.985407
27.73,4.695007,-1.661328,155.101874,152.826228,225.101933,222.826278,0.892957,0.882298,1.296375,1.285716
27.74,4.318192,-1.588344,155.197195,152.639704,224.899996,222.342514,0.744715,0.733788,1.080817,1.06989
27.75,4.695007,-1.22766,155.201251,152.788119,224.385512,221.972389,0.686044,0.674739,0.994163,0.982858
27.76,3.690109,-1.828473,155.035904,152.412793,224.331107,221.708005,0.746656,0.735047,1.079495,1.067885
27.77,4.506516,-1.206488,155.592924,151.957179,224.407181,220.771455,0.586882,0.576952,0.849196,0.839267
27.78,4.1297,-1.335483,155.329201,151.696958,224.302716,220.670483,0.720033,0.703208,1.038482,1.021657
27.79,5.009048,-1.650416,155.306359,151.163437,224.087496,219.944574,0.659344,0.643926,0.952124,0.936706
27.8,5.009048,-1.650416,155.306359,151.163437,224.087496,219.944574,0.801225,0.779852,1.156067,1.134694
27.81,4.255417,-1.683101,155.383787,150.586593,224.282947,219.485754,0.801225,0.779852,1.156067,1.134694
27.82,4.569458,-1.246151,156.154185,150.515295,224.02077,218.381889,0.681574,0.660531,0.983792,0.96275
27.83,4.569458,-1.264769,155.593735,149.866638,224.289281,218.562183,0.7363,0.709711,1.056305,1.029717
27.84,4.757782,-1.486582,155.344583,149.364718,224.444978,218.465123,0.734429,0.707396,1.058684,1.031651
27.85,5.134598,-1.210392,154.814927,149.612371,223.944283,218.741718,0.822449,0.794811,1.189696,1.162058
27.86,5.071823,-1.777855,154.787508,149.261238,223.992764,218.466494,0.822449,0.794811,1.189696,1.162058
27.87,5.448807,-1.532315,154.384092,149.376193,223.637868,218.629986,0.812908,0.783886,1.176359,1.147336
27.88,5.260315,-2.278575,153.798775,149.262102,223.488117,218.951444,0.871616,0.843342,1.262606,1.234333
27.89,8.463669,-1.735327,153.016591,149.441606,223.002642,219.427657,0.838867,0.814122,1.218974,1.19423
27.9,14.556168,-2.159149,153.183336,149.423927,222.769741,219.010331,1.343795,1.312399,1.958414,1.927018
27.91,15.498291,-2.020275,153.143493,149.946832,221.973153,218.776473,2.315437,2.258612,3.367268,3.310443
27.92,14.995926,-1.563253,152.99832,149.873849,221.779462,218.654983,2.466475,2.41499,3.575021,3.523536
27.93,13.739594,-1.950086,152.689049,149.729843,221.663905,218.704699,2.385973,2.337248,3.458599,3.409873
27.94,15.875107,-1.511081,152.458343,150.013079,221.173157,218.727893,2.183184,2.140872,3.169402,3.127091
27.95,15.18425,-1.537316,152.405112,150.03055,221.021178,218.646625,2.520113,2.479693,3.655958,3.615538
27.96,14.493393,-1.79559,151.836748,149.440048,221.44004,219.043341,2.410472,2.372916,3.495718,3.458162
27.97,15.498291,-1.579688,151.454274,149.733198,220.968894,219.247818,2.293279,2.25708,3.344538,3.308339
27.98,16.189316,-2.083882,151.451525,148.778579,221.680232,219.007276,2.447283,2.419472,3.570539,3.542728
27.99,15.938049,-1.333218,151.312883,148.432094,221.841886,218.961096,2.558034,2.512887,3.744205,3.699058
28.0,15.058701,-2.079752,151.102504,148.083822,222.003195,218.984504,2.517282,2.469356,3.690621,3.642696
28.01,15.498291,-1.761304,151.149059,147.760674,222.122638,218.734271,2.376287,2.328815,3.491295,3.443822
28.02,15.686783,-1.774656,150.860741,147.798685,221.912417,218.850361,2.447757,2.392884,3.597126,3.542254
28.03,20.899933,-1.715944,150.788702,147.681422,221.887337,218.780048,2.473953,2.423739,3.639124,3.588909
28.04,27.858521,-2.115336,150.458102,147.537526,221.877883,218.957307,3.295822,3.227906,4.84984,4.781924
28.05,33.033653,-2.074686,150.037789,147.998981,221.239347,219.200548,4.385357,4.300231,6.467008,6.381883
28.06,36.394196,-1.977752,149.72928,148.154333,220.964225,219.389269,5.187969,5.117471,7.649958,7.579461
28.07,40.747971,-2.37993,149.845881,148.38747,220.547596,219.089166,5.705846,5.645828,8.420449,8.360432
28.08,40.308212,-2.03885,149.636127,148.155275,220.597996,219.117144,6.396585,6.334329,9.414683,9.352427
28.09,41.815643,-2.540278,149.520523,147.64667,221.040741,219.166897,6.554335,6.472194,9.689473,9.607332
28.1,41.627319,-2.576059,149.20449,147.816801,220.781359,219.393669,6.554335,6.472194,9.689473,9.607332
28.11,42.318176,-1.855358,149.210661,147.152441,221.406505,219.348294,6.512602,6.452031,9.636848,9.576278
28.12,41.690094,-2.878456,148.103102,146.993023,221.570793,220.460723,6.621666,6.530326,9.82557,9.734231
28.13,42.380951,-2.746338,147.602678,146.862587,221.720266,220.980167,6.47488,6.426349,9.686793,9.638263
28.14,42.632217,-2.889032,147.094269,146.724235,221.832946,221.462922,6.559598,6.526708,9.853452,9.820561
28.15,41.564545,-3.029484,146.954462,145.821209,222.745151,221.611899,6.576219,6.559675,9.917599,9.901055
28.16,42.06691,-3.315708,146.519506,145.825665,222.754584,222.060724,6.405271,6.355876,9.708742,9.659348
28.17,40.747971,-2.670977,146.660189,145.896794,222.765156,222.001761,6.463256,6.43265,9.826132,9.795526
28.18,42.380951,-3.718213,146.321373,145.41892,223.350117,222.447682,6.265233,6.232621,9.516391,9.483779
28.19,40.496704,-3.34286,146.792526,145.820409,223.049131,222.077023,6.499373,6.459287,9.920872,9.880787
28.2,41.501602,-3.199674,146.603678,145.631424,223.294932,222.322688,6.22871,6.187461,9.464436,9.423187
28.21,40.371155,-3.795161,146.074289,145.263731,223.811045,223.000487,6.374079,6.331807,9.708485,9.666213
28.22,41.94136,-3.313714,145.838104,146.162445,223.050401,223.374724,6.175582,6.141314,9.462058,9.427791
28.23,41.313282,-3.729769,145.582095,146.045546,223.254998,223.71844,6.403009,6.417249,9.793008,9.807247
28.24,42.318176,-4.170423,145.488588,145.303164,224.107363,223.921938,6.294556,6.314594,9.652911,9.67295
28.25,41.94136,-3.312076,145.76826,146.51006,222.936716,223.678507,6.441604,6.433394,9.922503,9.914292
28.26,42.06691,-4.579753,145.588067,145.843121,223.676782,223.931836,6.39589,6.428438,9.781819,9.814366
28.27,41.690094,-3.945972,145.629963,146.232906,223.342036,223.94497,6.405838,6.41706,9.841722,9.852943
28.28,40.87352,-3.677671,145.31647,147.357263,222.238179,224.278963,6.349338,6.375626,9.737516,9.763803
28.29,41.501602,-4.079736,144.945512,146.893863,222.767267,224.715617,6.21123,6.29846,9.499078,9.586307
28.3,42.980751,-3.90867,144.856056,147.825291,221.873269,224.842503,6.289458,6.374001,9.66629,9.750834
28.31,42.318176,-3.826664,144.780859,148.237522,221.49017,224.946833,6.508941,6.64236,9.969623,10.103041
28.32,41.376053,-4.151431,143.75159,148.299349,221.489766,226.037534,6.404769,6.557684,9.798212,9.951127
28.33,42.913528,-3.585264,144.241203,148.812221,220.982466,225.553484,6.216629,6.4133,9.578466,9.775138
28.34,42.192627,-4.071283,143.628958,148.501957,221.317924,226.190904,6.469494,6.674514,9.911488,10.116507
28.35,41.2505,-3.253858,143.947034,148.287608,221.6405,225.981065,6.333383,6.54826,9.759112,9.973989
28.36,42.255402,-3.742574,143.232939,149.198544,220.744667,226.710291,6.20386,6.390931,9.552309,9.73938
28.37,41.062012,-3.186412,143.57284,148.657692,221.381943,226.466796,6.323208,6.586568,9.745066,10.008427
28.38,41.564545,-3.407671,143.118186,148.715039,221.406307,227.00316,6.157602,6.375683,9.494706,9.712788
28.39,41.815643,-3.673745,143.583342,148.485602,221.7939,226.696159,6.267013,6.480982,9.680685,9.894655
28.4,42.004135,-3.145509,143.353696,148.420462,222.00062,227.067394,6.267013,6.480982,9.680685,9.894655
28.41,41.627319,-3.763442,143.509597,148.299785,222.305598,227.095794,6.282791,6.504853,9.729666,9.951729
