,sensors_Torque_cmd,sensors_TV_delta_torque,sensors_TC_Tmax_FL,sensors_TC_Tmax_FR,sensors_TC_Tmax_RL,sensors_TC_Tmax_RR,MISC_Pos_Trq_Limit_FL,MISC_Pos_Trq_Limit_FR,MISC_Pos_Trq_Limit_RL,MISC_Pos_Trq_Limit_RR
6.03,737.528931,4.328994,109.52284,129.880476,391.875259,412.23287,62.925537,70.682823,210.206009,214.0
6.04,780.787537,2.320367,111.319665,127.913144,394.225977,410.819418,59.834839,70.95668,214.0,214.0
6.05,777.495728,5.657539,107.715033,121.709564,400.704412,414.698944,64.336143,73.926193,214.0,214.0
6.06,789.263794,5.657539,102.727621,122.112361,400.115058,419.49976,61.957817,70.007484,214.0,214.0
6.07,817.332886,7.566914,102.266185,120.547783,401.899288,420.18088,60.006268,71.329468,214.0,214.0
6.08,864.822998,8.880404,96.59092,122.421376,399.544435,425.374897,61.835152,72.889107,214.0,214.0
6.09,885.054871,16.374308,85.37659,124.184008,396.344595,435.151949,61.852337,78.39296,214.0,214.0
6.1,801.042358,17.855278,90.625542,125.83878,395.33506,430.548337,56.106205,81.608948,214.0,214.0
6.11,705.872986,16.417204,89.018887,127.858569,392.943832,431.783552,53.835693,74.75396,214.0,214.0
6.12,608.889038,20.692883,87.763826,133.88529,385.884031,432.005502,46.631893,66.977768,205.840729,214.0
6.13,526.153503,22.147276,90.074209,134.858298,385.264156,430.048213,39.735996,60.617973,174.713058,195.595032
6.14,462.572754,20.926323,90.952389,130.59323,390.50408,430.144971,35.216877,52.726391,150.62915,168.138641
6.15,400.874023,21.634888,90.971522,131.828695,389.23215,430.089355,31.204714,44.805027,133.977432,147.577759
6.16,328.959351,17.62294,105.093465,131.3122,391.729608,417.948355,27.050249,39.19907,115.737617,127.886452
6.17,243.333786,16.801029,96.900648,134.522639,387.282617,424.904614,25.546339,31.919643,95.22245,101.595764
6.18,150.382309,17.590473,101.370887,136.970402,385.247162,420.846683,17.464746,24.245491,69.801315,76.582054
6.19,46.024063,13.100079,110.411449,135.595371,387.916554,413.10045,11.282429,15.244601,42.877434,46.839607
6.2,46.024063,13.100079,110.411449,135.595371,387.916554,413.10045,3.75163,4.607346,13.180876,14.036591
6.21,0.0,23.403063,114.526249,143.4266,379.836228,408.736579,3.75163,4.607346,13.180876,14.036591
6.22,0.0,9.65399,112.683299,159.251795,361.591403,408.159847,0.0,0.0,0.0,0.0
6.23,0.0,1.747445,126.969141,175.635071,344.915109,393.581014,0.0,0.0,0.0,0.0
6.24,0.0,10.090324,127.357987,198.575132,316.690813,387.907932,0.0,0.0,0.0,0.0
6.25,0.0,2.245819,139.373551,207.785873,308.243997,376.656293,0.0,0.0,0.0,0.0
6.26,0.0,-4.887011,146.085523,222.657052,290.982028,367.553557,0.0,0.0,0.0,0.0
6.27,-19.956856,-2.087263,155.918092,240.551344,270.396612,355.029864,0.0,0.0,3.40185,10.871127
6.28,-83.921143,-0.62403,169.124095,248.579394,264.116183,343.571482,0.0,0.0,0.0,0.0
6.29,-152.149719,-6.141186,184.185995,249.003825,267.913901,332.731731,0.0,0.0,0.0,0.0
6.3,-211.849716,-8.95446,189.585421,245.688002,277.303961,333.406504,0.0,0.0,0.0,0.0
6.31,-267.285431,-11.61591,201.875918,234.198213,297.630025,329.952307,0.0,0.0,0.0,0.0
6.32,-266.170593,-10.220678,214.880047,236.763414,301.760781,323.644173,0.0,0.0,0.0,0.0
6.33,-244.076752,-12.161522,225.830885,228.468842,310.850929,313.488885,0.0,0.0,0.0,0.0
6.34,-232.573151,-11.612936,233.860248,216.161716,322.472802,304.774245,0.0,0.0,0.0,0.0
6.35,-210.646805,-10.34333,241.225777,213.419451,324.19244,296.386115,0.0,0.0,0.0,0.0
6.36,-171.394501,-14.222237,250.397619,216.655885,320.060207,286.318473,0.0,0.0,0.0,0.0
6.37,-138.489746,-19.474579,261.751537,215.451507,319.228352,272.928323,0.0,0.0,0.0,0.0
6.38,-100.150291,-10.603554,273.193047,220.858639,312.617138,260.282705,0.0,0.0,0.0,0.0
6.39,-77.060104,1.295198,284.706148,227.101561,305.152663,247.548101,0.0,0.0,0.0,0.0
6.4,-68.480202,-6.660217,292.189073,235.875789,296.458844,240.14556,0.0,0.0,0.0,0.0
6.41,-67.965431,-2.658916,296.286275,243.604584,289.310194,236.628503,0.0,0.0,0.0,0.0
6.42,-76.494003,-8.228781,296.916898,238.213401,293.289084,234.585587,0.0,0.0,0.0,0.0
6.43,-72.59584,-9.710931,296.071428,235.26682,295.570639,234.766007,0.0,0.0,0.0,0.0
6.44,-58.458786,-12.471363,291.34657,232.706717,298.482517,239.842689,0.0,0.0,0.0,0.0
6.45,-8.445778,-14.521753,284.031506,229.139114,302.625591,247.733198,0.0,0.0,0.0,0.0
6.46,69.190506,-15.391384,275.886236,223.206254,308.804174,256.124216,0.0,0.0,0.0,0.0
6.47,159.365051,-15.979309,267.658289,218.688188,313.815133,264.845007,13.867542,11.21956,15.522177,12.874195
6.48,273.922577,-15.161121,261.131631,215.025116,317.810929,271.704415,30.959797,25.295467,36.298717,30.634386
6.49,398.786224,-14.199387,258.386866,219.088224,314.819238,275.52057,51.884571,42.72361,63.146259,53.985291
6.5,465.391327,-12.077513,254.004969,218.52685,315.941505,280.463387,74.591064,63.246338,90.88195,79.537216
6.51,577.569153,-12.037165,249.466737,221.370182,313.933586,285.837006,85.482956,73.543129,106.327103,94.387276
6.52,632.210754,-6.977115,244.68702,222.479838,313.645882,291.438699,104.02919,92.312752,130.912277,119.195824
6.53,662.253723,-2.285068,239.666134,217.07007,319.41701,296.820971,111.520149,101.398857,142.94928,132.827988
6.54,675.22522,-4.89629,227.132815,205.217224,331.670734,309.755143,114.342957,103.562538,152.39151,141.611115
6.55,676.031677,-20.277424,219.846327,192.557362,344.055575,316.766623,107.044365,93.757217,167.522507,154.235382
6.56,676.367737,-31.552788,203.401539,182.880032,354.36828,333.846799,107.044365,93.757217,167.522507,154.235382
6.57,676.905518,-31.552788,185.854515,168.220971,369.571605,351.938061,98.969528,88.984337,172.425751,162.440567
6.58,676.905518,-18.503822,162.210297,148.020191,390.311548,376.121469,90.412201,81.834053,179.784607,171.206451
6.59,676.367737,-16.564373,150.091889,128.273346,410.247689,388.429146,78.831009,71.934898,189.683731,182.787628
6.6,677.039917,-10.08532,140.206194,124.55369,415.670129,400.017625,72.858063,62.266842,199.143692,188.55246
6.61,676.838196,-7.443515,141.377729,122.607727,419.54407,400.774042,67.912155,60.330502,201.339584,193.757935
6.62,676.905518,-9.38802,131.789753,121.469314,422.079887,411.759461,68.216988,59.160164,202.43663,193.379807
6.63,676.905518,-19.604481,132.508363,119.846047,424.199497,411.537168,63.432293,58.46492,203.153091,198.18573
6.64,678.652954,-11.447077,131.091589,113.652487,429.874181,412.435067,63.719986,57.630993,203.98703,197.898026
6.65,696.194763,-4.862093,145.407284,122.259391,421.415675,398.267821,63.261742,54.846039,207.44725,199.03154
6.66,704.999207,-8.213863,137.127962,137.03025,407.860961,407.763263,71.965599,60.509144,208.568863,197.112427
6.67,709.905518,-10.047932,134.337046,127.336062,417.680762,410.679778,68.571564,68.522705,203.953049,203.90419
6.68,722.487671,-10.998336,128.537824,128.765801,416.646338,416.874327,67.629128,64.10463,210.272491,206.748001
6.69,722.487671,-10.324889,126.518263,129.807515,415.887487,419.176739,65.808784,65.925507,213.314545,213.431274
6.7,749.935608,-4.11766,133.859844,124.255183,421.571601,411.966889,64.739906,66.423027,212.811295,214.0
6.71,761.429932,-11.700687,135.951226,133.606384,412.592208,410.247405,71.081589,65.981369,214.0,214.0
6.72,770.160461,-8.680801,130.846929,131.009773,415.480388,415.643219,73.248703,71.985329,214.0,214.0
6.73,770.160461,-9.992737,137.795726,121.655615,424.652015,408.511904,71.270439,71.359131,214.0,214.0
6.74,771.919128,-7.314813,137.803493,129.01235,417.932775,409.141619,75.080429,66.286201,214.0,214.0
6.75,770.160461,-8.246017,139.91908,127.289232,419.792946,407.163112,75.166695,70.371445,214.0,214.0
6.76,759.439392,-6.531867,139.539037,126.453957,420.879973,407.794879,76.12944,69.257584,214.0,214.0
6.77,727.044128,-6.888456,132.964655,130.652379,417.256096,414.943832,74.829689,67.812645,214.0,214.0
6.78,668.747437,-6.888456,137.722248,128.377881,419.657635,410.313307,68.19104,67.00518,213.990158,212.804306
6.79,537.714722,-8.506344,135.261229,129.790334,418.622763,413.151932,64.95388,60.546806,197.922943,193.515884
6.8,445.383423,-10.896246,136.473819,132.175102,416.552365,412.253674,51.257484,49.184277,158.637848,156.564667
6.81,445.383423,-10.942301,138.661694,126.064299,422.71036,410.112977,42.812668,41.464134,130.675018,129.326492
6.82,263.212372,-14.559795,139.234895,121.113615,427.689213,409.567945,43.495296,39.543755,132.595459,128.643921
6.83,-20.140568,-2.01866,138.168139,126.221167,423.21665,411.26969,25.809847,22.450722,79.280365,75.921242
6.84,0.0,-22.178299,149.968739,130.906066,418.445656,399.382945,0.0,0.0,0.0,0.0
6.85,0.0,-14.894955,148.213784,139.813149,410.200291,401.799656,0.0,0.0,0.0,0.0
6.86,0.0,-2.829544,159.903349,140.71084,408.948897,389.756376,0.0,0.0,0.0,0.0
6.87,0.0,-24.750586,167.994741,150.555253,399.370014,381.930475,0.0,0.0,0.0,0.0
6.88,0.0,-14.245057,181.555892,178.396902,372.199715,369.040764,0.0,0.0,0.0,0.0
6.89,-19.956856,-3.292958,205.987089,206.996664,343.550268,344.559843,0.0,0.0,0.0,0.0
6.9,-211.849716,6.088203,215.560231,222.268246,327.978065,334.68608,0.0,0.0,0.0,0.0
6.91,-352.571136,-10.649661,214.00445,230.372093,319.372316,335.739985,0.0,0.0,0.0,0.0
6.92,-437.856873,-24.183598,221.709,238.044209,311.659827,327.995011,0.0,0.0,0.0,0.0
6.93,-437.856873,-16.566813,222.166334,255.462397,292.828756,326.124794,0.0,0.0,0.0,0.0
6.94,-467.706848,-20.70257,231.277006,255.073645,294.141733,317.938372,0.0,0.0,0.0,0.0
6.95,-463.442566,-26.331722,231.27071,248.125585,301.576617,318.431517,0.0,0.0,0.0,0.0
6.96,-446.385437,-32.26593,220.088339,242.199965,307.101136,329.212763,0.0,0.0,0.0,0.0
6.97,-416.535431,-7.295972,235.150151,246.381579,303.495348,314.726751,0.0,0.0,0.0,0.0
6.98,-390.949707,-16.838694,244.828492,254.205452,295.552025,304.92896,0.0,0.0,0.0,0.0
6.99,-390.949707,-32.870365,276.444554,267.816116,281.771132,273.142719,0.0,0.0,0.0,0.0
7.0,-365.364014,-24.287607,282.490455,288.645009,260.590606,266.745185,0.0,0.0,0.0,0.0
7.01,-356.835419,-12.517561,305.60151,291.086034,257.512399,242.996923,0.0,0.0,0.0,0.0
7.02,-352.571136,-27.967175,310.316729,298.922694,249.435235,238.0412,0.0,0.0,0.0,0.0
7.03,-356.835419,-21.118324,320.484635,304.994253,242.988015,227.497634,0.0,0.0,0.0,0.0
7.04,-365.364014,-21.118324,324.843513,296.711583,250.045722,221.913791,0.0,0.0,0.0,0.0
7.05,-373.892578,-24.704172,326.482564,299.352813,247.299086,220.169336,0.0,0.0,0.0,0.0
7.06,-373.892578,-25.57725,311.35797,289.765312,257.119811,235.527153,0.0,0.0,0.0,0.0
7.07,-386.685425,-35.613106,311.698035,272.29504,272.463034,233.060039,0.0,0.0,0.0,0.0
7.08,-395.213989,-36.493492,299.84849,278.09376,268.398493,246.643789,0.0,0.0,0.0,0.0
7.09,-395.213989,-21.272097,312.549307,277.708998,267.277835,232.437551,0.0,0.0,0.0,0.0
7.1,-382.421143,-19.599073,315.590668,271.706175,271.714556,227.830063,0.0,0.0,0.0,0.0
7.11,-369.628296,-27.47526,311.024549,274.704934,269.53921,233.219595,0.0,0.0,0.0,0.0
7.12,-369.628296,-26.730377,313.595046,269.423538,273.459558,229.288051,0.0,0.0,0.0,0.0
7.13,-356.835419,-23.375946,316.723797,272.744165,269.989198,226.009566,0.0,0.0,0.0,0.0
7.14,-348.306854,-21.20895,323.182129,271.531559,269.622747,217.972177,0.0,0.0,0.0,0.0
7.15,-339.77829,-19.441099,322.869595,278.347507,263.801555,219.279467,0.0,0.0,0.0,0.0
7.16,-339.77829,-19.441099,322.869595,278.347507,263.801555,219.279467,0.0,0.0,0.0,0.0
7.17,-318.456848,-23.573332,314.092614,276.19937,266.687343,228.794099,0.0,0.0,0.0,0.0
7.18,-314.192566,-21.20623,313.316617,279.926136,263.328798,229.938317,0.0,0.0,0.0,0.0
7.19,-314.192566,-18.20602,318.355502,278.281092,263.831688,223.757277,0.0,0.0,0.0,0.0
7.2,-322.72113,-20.493536,312.937144,280.449044,262.448783,229.960708,0.0,0.0,0.0,0.0
7.21,-339.77829,-23.490433,309.442279,280.115985,262.929925,233.603631,0.0,0.0,0.0,0.0
7.22,-344.042572,-13.417865,310.935398,281.964456,260.928503,231.957536,0.0,0.0,0.0,0.0
7.23,-335.514008,-22.322371,301.445585,280.274873,263.07938,241.908668,0.0,0.0,0.0,0.0
7.24,-335.514008,-22.724113,300.620916,282.82469,260.580248,242.783997,0.0,0.0,0.0,0.0
7.25,-322.72113,-17.990166,295.506956,283.039763,260.447889,247.980696,0.0,0.0,0.0,0.0
7.26,-314.192566,-19.062403,291.39861,287.425556,256.142107,252.169053,0.0,0.0,0.0,0.0
7.27,-301.399719,-17.194607,291.24429,292.481852,250.877206,252.114793,0.0,0.0,0.0,0.0
7.28,-292.871155,-17.971884,286.583672,295.570043,247.445577,256.431923,0.0,0.0,0.0,0.0
7.29,-284.34256,-15.594893,284.30665,292.088822,250.766523,258.548721,0.0,0.0,0.0,0.0
7.3,-284.34256,-16.192028,286.318166,295.402154,247.20622,256.290208,0.0,0.0,0.0,0.0
7.31,-292.871155,-15.421295,283.649303,294.978183,247.368854,258.697734,0.0,0.0,0.0,0.0
7.32,-305.664001,-17.87149,280.227641,292.694802,249.419606,261.886792,0.0,0.0,0.0,0.0
7.33,-322.72113,-17.803703,281.442765,288.769262,253.372983,260.699479,0.0,0.0,0.0,0.0
7.34,-326.985443,-17.764757,280.644119,283.444896,258.612514,261.41329,0.0,0.0,0.0,0.0
7.35,-331.249725,-17.225212,281.828626,279.548927,262.364192,260.084493,0.0,0.0,0.0,0.0
7.36,-331.249725,-16.243982,275.573987,281.989,259.690233,266.105271,0.0,0.0,0.0,0.0
7.37,-331.249725,-17.038994,277.478109,279.660114,261.929611,264.111616,0.0,0.0,0.0,0.0
7.38,-314.192566,-16.713379,277.228625,278.987285,262.432065,264.190725,0.0,0.0,0.0,0.0
7.39,-301.399719,-18.426172,280.168242,280.656786,260.59978,261.088324,0.0,0.0,0.0,0.0
7.4,-292.871155,-17.446243,282.204828,283.312126,257.760918,258.868216,0.0,0.0,0.0,0.0
7.41,-292.871155,-9.592474,283.260019,288.209941,252.620345,257.570267,0.0,0.0,0.0,0.0
7.42,-301.399719,-17.301716,283.392597,286.649284,253.996337,257.252999,0.0,0.0,0.0,0.0
7.43,-301.399719,-13.773176,288.45754,285.591611,254.88578,252.019851,0.0,0.0,0.0,0.0
7.44,-309.928284,-12.551649,286.514637,284.821133,255.483805,253.790275,0.0,0.0,0.0,0.0
7.45,-318.456848,-12.282094,285.021115,283.392716,256.765093,255.136694,0.0,0.0,0.0,0.0
7.46,-326.985443,-12.406693,282.597347,281.978564,258.023717,257.404908,0.0,0.0,0.0,0.0
7.47,-335.514008,-12.561866,278.268974,282.079218,257.767862,261.578106,0.0,0.0,0.0,0.0
7.48,-335.514008,-13.418078,278.032813,276.860408,262.847186,261.674756,0.0,0.0,0.0,0.0
7.49,-335.514008,-14.123874,278.960029,278.601775,260.947603,260.589349,0.0,0.0,0.0,0.0
7.5,-335.514008,-12.883543,279.206454,275.754392,263.606421,260.154359,0.0,0.0,0.0,0.0
7.51,-339.77829,-13.54603,281.036064,276.574581,262.609865,258.148383,0.0,0.0,0.0,0.0
7.52,-331.249725,-13.661224,284.119306,278.746137,260.248123,254.874955,0.0,0.0,0.0,0.0
7.53,-322.72113,-12.904587,283.710107,282.374849,256.491353,255.156095,0.0,0.0,0.0,0.0
7.54,-314.192566,-13.75025,284.826945,282.058759,256.623299,253.855113,0.0,0.0,0.0,0.0
7.55,-314.192566,-13.159389,284.112019,286.359179,252.147787,254.394946,0.0,0.0,0.0,0.0
7.56,-297.135437,-13.636456,283.27964,287.382984,250.927694,255.031038,0.0,0.0,0.0,0.0
7.57,-288.606873,-13.228085,281.616273,289.788965,248.258479,256.431196,0.0,0.0,0.0,0.0
7.58,-284.34256,-13.037769,281.004012,290.543515,247.285947,256.825475,0.0,0.0,0.0,0.0
7.59,-280.078278,-12.413437,279.496889,290.207625,247.414709,258.125445,0.0,0.0,0.0,0.0
7.6,-267.285431,-13.269835,280.841381,286.442468,251.161868,256.762955,0.0,0.0,0.0,0.0
7.61,-267.285431,-11.336962,278.558751,286.340917,251.060105,258.842246,0.0,0.0,0.0,0.0
7.62,-254.492569,-12.171954,277.242157,283.526943,253.760793,260.045579,0.0,0.0,0.0,0.0
7.63,-237.435425,-10.598207,274.850737,283.381453,253.705453,262.236168,0.0,0.0,0.0,0.0
7.64,-220.378281,-10.46967,272.423267,283.296659,253.562426,264.435818,0.0,0.0,0.0,0.0
7.65,-194.792572,-10.008451,272.005078,280.568334,256.22678,264.790035,0.0,0.0,0.0,0.0
7.66,-169.206863,-10.973958,273.045267,277.311413,259.442356,263.708502,0.0,0.0,0.0,0.0
7.67,-169.206863,-9.482369,271.314016,276.29649,260.304538,265.287012,0.0,0.0,0.0,0.0
7.68,-147.885437,-11.097795,271.739562,272.032658,264.489579,264.782675,0.0,0.0,0.0,0.0
7.69,-126.564003,-11.082125,271.931234,268.088405,268.286188,264.443385,0.0,0.0,0.0,0.0
7.7,-113.771141,-11.077748,270.67368,263.575107,272.629821,265.531223,0.0,0.0,0.0,0.0
7.71,-88.185432,-11.887139,268.061114,258.228785,277.794553,267.962224,0.0,0.0,0.0,0.0
7.72,-41.278286,-11.129744,264.415593,258.130811,277.910752,271.625969,0.0,0.0,0.0,0.0
7.73,-41.278286,-9.348151,259.253025,257.299,278.714458,276.760434,0.0,0.0,0.0,0.0
7.74,0.0,-10.187113,255.101492,255.948263,279.98325,280.83002,0.0,0.0,0.0,0.0
7.75,0.0,-10.564661,250.830593,253.794185,282.039329,285.002921,0.0,0.0,0.08886,0.094911
7.76,0.0,-8.432075,246.084347,253.475884,282.214751,289.606288,0.0,0.0,0.107571,0.12925
7.77,68.886795,-10.589801,242.645067,248.994928,286.660017,293.009879,0.0,0.0,0.129232,0.193189
7.78,146.013702,-10.500412,239.313738,245.142709,290.486473,296.315444,12.060496,12.376112,14.248227,14.563843
7.79,220.011917,-10.144777,236.589561,238.966977,296.688138,299.06558,25.214115,25.828257,30.60568,31.219818
7.8,293.069183,-10.510231,233.476956,233.411824,302.238573,302.173415,37.557949,37.935356,47.098434,47.475845
7.81,363.37085,-10.070539,230.742344,230.449248,305.183406,304.890285,49.371555,49.35778,63.912041,63.898258
7.82,430.177612,-9.041348,227.825519,227.792953,307.816417,307.783826,60.499687,60.42284,80.01783,79.940971
7.83,492.615631,-4.465516,222.492924,224.446949,311.144514,313.098539,70.72023,70.710121,95.550522,95.540405
7.84,536.436646,6.718029,215.428072,220.150076,315.406347,320.128352,79.091797,79.786415,110.605667,111.300293
7.85,564.463196,4.338218,207.482282,215.915369,319.604163,328.037238,83.398003,85.226013,122.10228,123.930298
7.86,575.283936,2.860528,197.071784,209.213608,326.246845,338.388681,84.525734,87.961266,130.202805,133.638336
7.87,575.888855,16.544849,191.072005,201.815253,333.819057,344.562317,79.397705,83.861931,138.714554,143.178787
7.88,575.552795,-16.17403,181.500813,181.272824,354.671325,354.443336,79.397705,83.861931,138.714554,143.178787
7.89,575.754395,-13.714484,160.095257,167.291503,368.758829,375.95505,75.333069,75.238441,147.208603,147.113968
7.9,575.754395,-6.29726,152.13142,153.727215,382.665304,384.261086,66.458832,69.446144,153.079361,156.066666
7.91,575.351196,-3.867809,148.474769,146.716135,389.926164,388.167555,63.112686,63.774712,158.751129,159.413147
7.92,576.157715,-5.919325,143.926516,137.544085,399.220219,392.837826,61.52396,60.795235,161.574951,160.846222
7.93,576.157715,-4.460583,143.844634,132.190621,404.578749,392.924762,59.708546,57.060764,165.618256,162.97049
7.94,577.031372,-4.409513,136.166093,129.458112,407.662346,400.954404,59.668018,54.833832,167.822815,162.988647
7.95,583.483582,-5.121242,134.496271,138.697283,398.67848,402.879506,56.537079,53.751881,169.264145,166.478973
7.96,593.229126,-2.673516,144.44037,144.472948,393.103837,393.136378,56.441364,58.204315,167.30542,169.06839
7.97,612.047852,-4.075233,140.638087,149.624397,387.990321,396.976644,61.880417,65.834366,170.714798,174.668762
7.98,631.673218,-1.678063,140.98908,146.752958,391.129115,396.89298,61.880417,65.834366,170.714798,174.668762
7.99,638.125427,-4.857213,138.969906,147.728422,390.266479,399.02497,63.993103,66.609253,177.528412,180.144547
8.0,639.738403,-7.778679,134.977353,147.541965,390.534875,403.099513,63.707462,67.722595,178.908417,182.923538
8.01,640.007141,-3.573468,134.908899,151.37342,386.71699,403.181485,62.02409,67.797714,179.456543,185.230179
8.02,640.007141,-6.640952,131.462303,149.647771,388.531105,406.716585,62.017139,69.585815,177.772415,185.341095
8.03,640.074402,-3.729079,127.48904,146.128926,392.237222,410.877057,60.422791,68.781204,178.576904,186.935333
8.04,639.133484,-4.549441,126.08902,144.371883,394.242598,412.525461,58.58234,67.14753,180.236465,188.801636
8.05,637.386047,-6.781746,120.011612,147.106976,391.041696,418.137124,57.827168,66.21209,180.808228,189.193146
8.06,636.579529,-3.023669,114.30836,152.807483,384.217516,422.716626,54.936962,67.34024,179.0047,191.408005
8.07,639.402344,-4.229495,110.858397,154.575972,381.894324,425.611937,52.369373,70.007408,176.025894,193.663925
8.08,698.076721,-3.295286,109.878007,151.549687,385.486289,427.158033,51.066757,71.205193,175.919052,196.05751
8.09,740.755066,-4.102067,110.364863,152.228751,385.005516,426.869416,55.2024,76.13813,193.667236,214.0
8.1,783.030151,-3.003049,111.744907,154.088831,383.307282,425.651231,58.813877,81.123306,205.17099,214.0
8.11,817.575989,-3.176651,114.125265,153.395036,384.682037,423.951821,62.928684,86.77449,214.0,214.0
8.12,845.5354,-4.080815,116.970229,152.482924,386.338678,421.851373,67.019547,90.080536,214.0,214.0
8.13,864.421265,-0.722305,118.935756,150.003791,389.58073,420.64874,70.941025,92.479042,214.0,214.0
8.14,873.293152,-1.358517,119.897615,147.898547,392.258826,420.259771,73.639908,92.8759,214.0,214.0
8.15,876.384766,-1.118662,117.610432,146.322217,394.022219,422.733991,74.917778,92.414101,214.0,214.0
8.16,877.661682,-0.37082,114.68333,146.364404,393.92926,425.610359,73.725288,91.723572,214.0,214.0
8.17,878.199524,-0.178553,110.032216,146.413658,393.576694,429.95811,71.999931,91.889793,214.0,214.0
8.18,878.319397,0.068934,112.123859,145.96401,394.624546,428.464709,69.161057,92.028709,214.0,214.0
8.19,878.570618,2.059164,107.414557,148.608494,391.224952,432.418939,70.409317,91.659584,214.0,214.0
8.2,879.198669,-4.93105,118.755195,152.885372,388.16711,422.297312,67.563881,93.474915,214.0,214.0
8.21,873.158752,-14.305091,122.833289,143.67965,398.827537,419.673898,74.582123,96.016991,214.0,214.0
8.22,807.360168,-7.527347,113.399071,152.318029,388.536353,427.455374,76.410019,89.377769,214.0,214.0
8.23,690.616272,2.384622,108.629382,155.70055,384.122436,431.193616,53.712128,76.98661,189.930511,213.204987
8.24,507.114532,-18.51741,107.53717,145.301114,396.31038,434.074299,53.712128,76.98661,189.930511,213.204987
8.25,248.382858,-0.010903,99.832128,142.211677,399.077805,441.457316,38.915367,52.581322,143.416138,157.082077
8.26,-38.39851,-5.809723,99.687522,143.346302,398.103375,441.762156,17.705326,25.22138,70.77684,78.292885
8.27,-280.078278,-1.237451,90.929319,137.588093,403.700256,450.359023,0.0,0.0,0.0,0.0
8.28,-352.571136,-10.771218,88.31015,145.805893,393.648399,451.144142,0.0,0.0,0.0,0.0
8.29,-352.571136,-10.857767,94.61715,149.337513,390.965115,445.685428,0.0,0.0,0.0,0.0
8.3,-352.571136,-16.785599,96.48669,157.283636,381.95175,442.748702,0.0,0.0,0.0,0.0
8.31,-416.535431,-15.034336,114.715457,176.891675,362.229064,424.405282,0.0,0.0,0.0,0.0
8.32,-459.178284,-10.547724,132.674837,200.743769,336.987864,405.056796,0.0,0.0,0.0,0.0
8.33,-489.02829,6.672994,158.103066,224.960063,313.051148,379.908107,0.0,0.0,0.0,0.0
8.34,-484.764008,-2.918403,173.774737,243.392923,293.665001,363.283162,0.0,0.0,0.0,0.0
8.35,-476.235443,4.0796,196.252182,266.426891,270.327871,340.502592,0.0,0.0,0.0,0.0
8.36,-467.706848,-2.197793,224.865764,272.225871,269.334306,316.694414,0.0,0.0,0.0,0.0
8.37,-471.97113,-1.641604,254.763091,281.47186,262.743594,289.452364,0.0,0.0,0.0,0.0
8.38,-467.706848,4.129339,276.931514,296.83746,247.727332,267.633279,0.0,0.0,0.0,0.0
8.39,-450.649719,-7.163547,285.58949,290.050979,254.897471,259.35896,0.0,0.0,0.0,0.0
8.4,-420.799713,-4.118525,287.458875,280.522994,264.185475,257.249619,0.0,0.0,0.0,0.0
8.41,-420.799713,-6.59181,293.50083,278.465535,265.705886,250.670565,0.0,0.0,0.0,0.0
8.42,-378.15686,-8.018885,292.994768,272.375283,271.355624,250.73614,0.0,0.0,0.0,0.0
8.43,-331.249725,-8.411311,294.804639,276.229247,267.460843,248.885452,0.0,0.0,0.0,0.0
8.44,-301.399719,-9.394409,294.53879,274.405905,269.013382,248.880471,0.0,0.0,0.0,0.0
8.45,-284.34256,-10.496945,283.371621,269.343847,274.286162,260.258388,0.0,0.0,0.0,0.0
8.46,-284.34256,-10.235377,286.845126,275.97163,267.595267,256.72177,0.0,0.0,0.0,0.0
8.47,-284.34256,-5.116964,289.004068,279.366895,264.048939,254.411766,0.0,0.0,0.0,0.0
8.48,-280.078278,-8.189897,291.817196,282.960987,260.249504,251.393295,0.0,0.0,0.0,0.0
8.49,-263.021149,-8.845023,294.883233,287.654406,255.378468,248.149641,0.0,0.0,0.0,0.0
8.5,-250.228287,-8.047462,298.200654,289.279367,253.488112,244.5668,0.0,0.0,0.0,0.0
8.51,-241.699722,-9.208065,301.351592,292.658122,249.897374,241.203904,0.0,0.0,0.0,0.0
8.52,-245.964005,-9.33702,305.495145,294.654198,247.593013,236.752091,0.0,0.0,0.0,0.0
8.53,-245.964005,-11.011171,308.399893,295.640072,246.281437,233.521616,0.0,0.0,0.0,0.0
8.54,-258.756866,-11.011171,309.10923,295.276548,246.348685,232.516002,0.0,0.0,0.0,0.0
8.55,-284.34256,-10.159978,310.090093,289.665513,251.312727,230.888146,0.0,0.0,0.0,0.0
8.56,-301.399719,-15.372869,305.913842,289.319246,251.721114,235.126518,0.0,0.0,0.0,0.0
8.57,-301.399719,-15.888695,298.965876,286.563772,254.523554,242.121451,0.0,0.0,0.0,0.0
8.58,-292.871155,-15.731906,290.649526,284.364729,256.796025,250.511228,0.0,0.0,0.0,0.0
8.59,-284.34256,-16.549799,281.649253,282.463458,258.631685,259.44589,0.0,0.0,0.0,0.0
8.6,-284.34256,-15.714485,274.363146,281.819832,259.050594,266.507279,0.0,0.0,0.0,0.0
8.61,-267.285431,-15.295334,268.294734,281.054494,259.467544,272.227304,0.0,0.0,0.0,0.0
8.62,-254.492569,-13.588338,265.617481,285.230973,254.724688,274.33818,0.0,0.0,0.0,0.0
8.63,-245.964005,-10.38787,267.25662,285.572036,254.289672,272.605088,0.0,0.0,0.0,0.0
8.64,-241.699722,-11.548472,269.167455,285.599565,254.202574,270.634685,0.0,0.0,0.0,0.0
